english,igbo
the farmer uses a hoe to work.,Onye ọrụ ugbo na-eji hoe arụ ọrụ.
many people saw the advertisement. now,Ọtụtụ mmadụ hụrụ mgbasa ozi ahụ.
i have woken up.,Etetaala m.
we will not forget it.,Agaghị m echefu ya.
he exercises every morning. later,Ọ na-eme mmega ahụ kwa ụtụtụ.
he uses different applications. today,Ọ na-eji ngwa dị iche iche.
they need to know what customers want.,Ha chọrọ ịmata ihe ndị ahịa chọrọ.
the company received the order.,Ụlọ ọrụ ahụ natara iwu ahụ.
children learn traditions from elders.,Ụmụaka na-amụta omenala n'aka ndị okenye.
they irrigate during the dry season. today,Ha na-agba mmiri n'oge ọkọchị.
i will see you later.,Aga m ahụ gị ma emechaa.
write your name.,Dee aha gị.
they listened to the speech. tomorrow,Ha gere okwu ahụ ntị.
he returned the book.,Ọ laghachiri akwụkwọ ahụ.
the question is easy. later,Ajụjụ ahụ dị mfe.
we want to buy more food. today,Anyị chọrọ ịzụtakwu nri.
the library has many books. later,Ọbá akwụkwọ ahụ nwere ọtụtụ akwụkwọ.
the teacher gave marks.,Onye nkuzi nyere akara.
university students conduct research. later,Ụmụ akwụkwọ mahadum na-eme nchọpụta.
the celebration took place at home.,Emume ahụ mere n'ụlọ.
he is telling the truth.,Ọ na-ekwu eziokwu.
i am at work. today,Anọ m n'ọrụ.
online learning is popular. later,Ọmụmụ ihe n'ịntanetị na-ewu ewu.
geography teaches about the world.,Geography na-akụzi banyere ụwa.
people seek important documents.,Ndị mmadụ na-achọ akwụkwọ dị mkpa.
the illness started in the morning. today,Ọrịa ahụ malitere n'ụtụtụ.
we received new farming equipment.,Ha nwetara ngwá ọrụ ugbo ọhụrụ.
the lecture was useful.,Nkuzi ahụ bara uru.
the shop closed at night. today,Ụlọ ahịa ahụ mechiri n'abalị.
the future will depend on technology. now,Ọdịnihu ga-adabere n'ụzụ.
"yes, i understand. today","Ee, aghọtara m."
some names remember ancestors.,Aha ụfọdụ na-echeta ndị nna nna.
the record contains important information. now,Ndekọ ahụ nwere ozi dị mkpa.
we am going to school.,Aga m ụlọ akwụkwọ.
wait a moment.,Chere ntakịrị.
my family is important to me. now,Ezinụlọ m dị mkpa nye m.
he found the information online. tomorrow,Ọ chọtara ozi ahụ n'ịntanetị.
we am happy.,Ana m enwe obi ụtọ.
they sing traditional songs.,Ha na-abụ abụ ọdịnala.
he washes his hands before eating. today,Ọ na-asa aka ya tupu o rie nri.
the food is delicious. tomorrow,Nri ahụ na-atọ ụtọ.
thank you. tomorrow,Ekele dịrị gị.
the code works well.,Koodu ahụ na-arụ ọrụ nke ọma.
learning requires patience.,Ọmụmụ ihe chọrọ ndidi.
i know.,Ama m.
the illness stopped after treatment. now,Ọrịa ahụ kwụsịrị mgbe ọgwụgwọ gasịrị.
the traditional clothing is beautiful.,Uwe ọdịnala ahụ mara mma.
language preserves the history of a community.,Asụsụ na-echekwa akụkọ obodo.
the place of worship is near his house. tomorrow,Ebe ofufe ahụ dị nso n'ụlọ ya.
